Relay,Code,ISP,Nips,Version,Price,Link,Events/h,Ping
nostr.wine.,CA,"Cloudflare, Inc.","[1,2,4,9,11,40,42,50,94]",0.3.2,18888000,link,221,714ms.
nostr.x0f.org,NL,TransIP BV,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,582ms.
nostr.xmr.rocks,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,10,859ms.
nostr.yuv.al,IE,Amazon Technologies Inc.,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,556ms.
nostr.zbd.gg,US,"Amazon.com, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.2-1-g75a34e4,,,1,560ms.
nostr.zoel.network,KR,Amazon Technologies Inc.,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,371,1389ms.
nostr01.counterclockwise.io,GB,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40,42,42]",0.8.7,,,0,315ms.
nostr1.daedaluslabs.io,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,⛔
nostr2.azzamo.net,PL,OVH SAS,"[1,2,4,9,11,20,22,28,40,70]",0.9.7,,,5,525ms.
nostr2.daedaluslabs.io,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,6,829ms.
nostr2.girino.org,CA,"Cloudflare, Inc.","[1,11,42,70,86,9,45]",khatru,,,125,1571ms.
nostr2.sanhauf.com,DE,"DigitalOcean, LLC","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,,,17,1438ms.
nostr21.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,21000,link,18,1478ms.
nostr3.daedaluslabs.io,DE,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,4,1124ms.
nostr4.daedaluslabs.io,DE,Hetzner Online GmbH,"[1,4,9,11,40,42,59,65]",chorus 1.5.2,,,2,2351ms.
nostrarchives.com,CA,"Cloudflare, Inc.","[1,11,42,70,86]",khatru,,,0,⛔
nostrb.me10000.buzz,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",v217-7196547,,,0,2656ms.
nostrdevs.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,499ms.
nostream-production-643a.up.railway.app,NL,Google LLC,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,1337000,link,0,684ms.
nostrelay.yeghro.site,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,1000000,link,28,1056ms.
nostrelites.org,US,"Akamai Technologies, Inc.","[1,11,42,70,86,9]",khatru,,,125,703ms.
nostress.cc,DE,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,15000000,link,0,⌛
nostria.space,IS,1984 ehf,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,1,2802ms.
nostril.cam,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,1000000,link,1,1510ms.
nostrja-kari-nip50.heguro.com,CA,"Cloudflare, Inc.","[1,9,11,12,15,16,22,28,33,50]",searchnos 0.1.0,,,0,2457ms.
nostrja-kari.heguro.com,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,,,72,2746ms.
nostrpub.yeghro.site,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,10,2350ms.
nostrrelay.com,DE,Contabo GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,18,1952ms.
nostrrelay.win,CA,"Cloudflare, Inc.","[1,9,11,22,40]",1.0.3,,,3,3352ms.
nostrtalk.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40,42]",0.9.6,,,0,2371ms.
nostrua.com,UA,Volia-Cable LLC,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.4,,,0,1390ms.
nostrue.com,US,"DigitalOcean, LLC","[1,9,11,12,15,16,20,22]",v103-e5ec135,,,71,2608ms.
nostrvista.aaroniumii.com,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.6-39-g32a3677,,,0,⌛
notes.miguelalmodo.com,DE,rh-tec Business GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,746ms.
nr.yay.so,CH,Alsenet SA,"[9,12,15,16,20]",~,,,100,1325ms.
nrelay.c-stellar.net,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,200,2145ms.
nsrelay.assilvestrar.club,DE,powered by ANX,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
obiurgator.thewhall.com,FR,OVH SAS,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,3,1415ms.
offchain.pub,US,Multacom Corporation,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,500,1305ms.
olympics2024.nos.social,US,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,⌛
onlynotes.lol,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.6-39-g32a3677,,,0,⌛
orangepiller.org,FI,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,6,1061ms.
orangesync.tech,DE,Contabo GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,896ms.
paid.nostr.lc,US,"HIVELOCITY, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,10000000,link,0,⌛
paid.relay.vanderwarker.family,US,"Akamai Technologies, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,⌛
pausetest.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,⛔
pl.czas.xyz,CA,"Cloudflare, Inc.","[1,2,5,9,11,12,16,33,42,45,50,95,96]",0.0.2,,,0,⌛
plebemineira.xyz,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,4278ms.
plebone.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40,42]",0.9.6,,,0,2162ms.
polnostr.xyz,DE,Taylan Gueler trading as Soliaweb,"[1,2,4,9,11,12,15,16,20,22,25,26,28,33,40,42]",0.4.3,,,0,⌛
powrelay.xyz,NL,Choopa,,A fork of,,,0,3544ms.
private.red.gb.net,GB,Oracle Corporation,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,8888000,link,1,4951ms.
privateisland.club,GB,IONOS SE,"[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,2266ms.
prl.plus,RU,"OOO ""Network of data-centers ""Selectel""","[1,2,9,11,12,15,16,20,22,33,40,42,50]",3.0.10,,,0,3122ms.
problematic.network,US,"Amazon.com, Inc.","[1,2,5,9,11,12,15,20,26,33,40,42]",1.14,,,0,4862ms.
profiles.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,3126ms.
puravida.nostr.land,FI,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",custom 1.0.1,4000000,link,37,2245ms.
purplepag.es,GB,The Constant Company,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-7-g7196547,,,0,4066ms.
purplerelay.com,DE,"Amazon.com, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",v403-cc86272,,,399,1258ms.
pyramid.fiatjaf.com,DE,Contabo GmbH,"[1,11,42,70,86,9]",khatru-pyramid,,,15,2428ms.
q.swarmstr.com,US,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.9,,,0,⛔
r314y.0xd43m0n.xyz,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,6,3246ms.
ragnar-relay.com,US,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22]",0.7.17,,,16,2526ms.
reactions.v0l.io,CA,"Cloudflare, Inc.",[1],,,,0,⛔
reimagine.nostr1.com,US,"Nubes, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,⌛
relap.orzv.workers.dev,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.2-88-g1d206d1ce9f2,,,0,2580ms.
relay.0v0.social,US,"Amazon.com, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40,42,45]",0.4.3,,,0,2533ms.
relay.13room.space,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,5,2422ms.
relay.8333.space,DE,Wavecon GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,2,3203ms.
relay.agorist.space,NL,IncogNET LLC,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,0,⌛
relay.alex71btc.com,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,3566ms.
relay.angor.io,DE,Contabo GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,4,3077ms.
relay.arrakis.lat,US,"Akamai Technologies, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,4006ms.
relay.artx.market,CA,"DigitalOcean, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,10,4310ms.
relay.axeldolce.xyz,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,9,3370ms.
relay.azzamo.net,PL,OVH SAS,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,1000000,link,0,⌛
relay.badgr.digital,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,0,2717ms.
relay.beeola.me,FI,Hetzner Online GmbH,"[1,11,42,70,86,9]",khatru,,,0,2827ms.
relay.benthecarman.com,FR,Three Fourteen SASU,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,3359ms.
relay.beta.fogtype.com,JP,Oracle Corporation,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.bitcoinpark.com,US,"Amazon.com, Inc.","[1,11,42,70,86]",khatru,,,1,3884ms.
relay.bitcoinschool.nl,CA,Cogent Communications,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.bostr.online,CA,"Cloudflare, Inc.","[1,2,9,11,12,16,33,42,45,50,95]",custom 0.0.1,,,0,4369ms.
relay.braydon.com,US,"DigitalOcean, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,0,4809ms.
relay.camelus.app,DE,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,3829ms.
relay.casualcrypto.date,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.causes.com,US,"Amazon.com, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,2826ms.
relay.chontit.win,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,4182ms.
relay.chrisatmachine.com,US,The Constant Company,[],khatru,,,0,⛔
relay.corpum.com,US,"Akamai Technologies, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.12,,,21,4407ms.
relay.cosmicbolt.net,US,The Constant Company,"[1,2,4,9,11,12,16,20,22,28,33,40]",v245-d216eda,,,0,⌛
relay.crbl.io,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,2204ms.
relay.customkeys.de,IE,Apex Strata Ltd,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,4529ms.
relay.cxplay.org,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40,42,45,50]",0.4.3,,,0,2100ms.
relay.czas.xyz,CA,"Cloudflare, Inc.","[1,2,5,9,11,12,16,33,42,45,50,95,96]",0.0.3,,,0,3058ms.
relay.damus.io,CA,"Cloudflare, Inc.","[1,2,4,9,11,20,22,28,40,70]",0.9.2-88-g1d206d1ce9f2,,,500,3263ms.
relay.davidebtc.me,DE,Contabo GmbH,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,2,2655ms.
relay.derogab.com,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,0,⛔
relay.despera.space,FI,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
relay.dev.bdw.to,US,"Amazon.com, Inc.",[],3e751cf,,,0,⛔
relay.devstr.org,US,"DigitalOcean, LLC","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,12000000,link,0,4929ms.
relay.devvul.com,US,"Amazon.com, Inc.","[1,2,4,11,42,70,9,45]", ,,,0,3754ms.
relay.diegoyegros.com,CA,"Cloudflare, Inc.","[1,11,42,70,86,9]",khatru,,,0,⛔
relay.dwadziesciajeden.pl,PL,Online S.A.S.,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,4951ms.
relay.earthly.land,NL,Google LLC,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,19,3169ms.
relay.exit.pub,GB,The Constant Company,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-2-g3579f21,,,0,⛔
relay.fail,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,⛔
relay.fanfares.io,RO,BL Networks,"[1,2,4,9,11,20,22,28,40,70]",0.9.7,,,9,3301ms.
relay.farscapian.com,US,"AT&T Services, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.flirtingwithbitcoin.com,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,1694ms.
relay.fountain.fm,US,Google LLC,"[1,2]",,,,10,4408ms.
relay.freeplace.nl,NL,KPN B.V,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,3569ms.
relay.froth.zone,US,Oracle Corporation,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
relay.galtsgulch.cc,CA,"Cloudflare, Inc.","[1,11,42,70,86,9]",khatru,,,0,⛔
relay.gasteazi.net,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,10,2684ms.
relay.geektank.ai,AI,Antigua Wireless ventures Ltd,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.gems.xyz,US,"DigitalOcean, LLC","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,,,3,2704ms.
relay.getalby.com,CA,"Cloudflare, Inc.","[1,11,47]",alby-nwc-relay 1.0.1,,,0,3370ms.
relay.ghostcopywrite.com,US,"Amazon.com, Inc.","[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,⌛
relay.gnostr.cloud,CA,"Cloudflare, Inc.","[12,9,11,22]",0.0.23,,,0,⛔
relay.groups.nip29.com,DE,Hetzner Online AG,"[1,11,42,70,86,29,9]",khatru,,,0,3754ms.
relay.guggero.org,CH,Init7 (Switzerland) Ltd.,"[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,0,2202ms.
relay.hakua.xyz,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,500,2389ms.
relay.hangar.ninja,FI,Hetzner Online GmbH,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
relay.hawties.xyz,BG,Neterra Ltd.,"[1,11,42,70,86,9]",khatru,,,0,⛔
relay.highlighter.com,GB,The Constant Company,"[1,11,42,70,86,29,29,29]",khatru,,,125,3938ms.
relay.hodl.ar,AR,Dattatec.com,"[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.22.6,,,0,⌛
relay.holzeis.me,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,2370ms.
relay.hs.vc,NL,Global Connectivity Solutions LLP,"[1,2,4,9,11,20,22,28,40,70]",0.9.7,,,0,3800ms.
relay.illuminodes.com,US,"Akamai Technologies, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,3,3093ms.
relay.ingwie.me,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,3,2387ms.
relay.isphere.lol,NL,Google LLC,"[1,2,4,9,11,12,15,16,20,22,25,26,28,33,40,42]",0.4.3,,,0,4803ms.
relay.jellyfish.land,NL,Ipxo LLC,"[1,2,4,11,13,22,26,28,40,42]",2.1.1,,,3,1568ms.
relay.jerseyplebs.com,CA,"Cloudflare, Inc.",[],khatru,,,0,4306ms.
relay.joinnostr.com,DE,Parsonline,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,⛔
relay.kamp.site,US,North State Telephone,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.3-1-g80915f9,,,0,⌛
relay.keychat.io,US,IT7 Networks Inc,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,link,0,4371ms.
relay.kookykeys.com,US,"Amazon.com, Inc.",[],khatru,,,0,⛔
relay.lawallet.ar,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,0,3238ms.
relay.layer.systems,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,4200000,link,0,3632ms.
relay.lexingtonbitcoin.org,CA,"Cloudflare, Inc.","[1,11,42,70,86,9]",khatru,,,0,4918ms.
relay.lifpay.me,SG,Shenzhen Tencent Computer Systems Company Limited,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,,,0,3920ms.
relay.livefreebtc.dev,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,3,2166ms.
relay.lnau.net,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,⛔
relay.lnfi.network,GB,"Amazon.com, Inc.","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",1.25.2,,,0,⌛
relay.lnwallet.app,GB,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.13,,,0,⛔
relay.lumina.rocks,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40,42,50]",3.0.10,,,0,⌛
relay.magiccity.live,US,The Constant Company,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⌛
relay.martien.io,NL,Vodafone Ziggo,"[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,⛔
relay.mattybs.lol,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,3,2465ms.
relay.minibits.cash,DE,Hetzner Online GmbH,"[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,0,1522ms.
relay.minibolt.info,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,336,3444ms.
relay.mnsota.net,CA,"Cloudflare, Inc.","[1,2,9,11,12,15,16,20,22,33]",0.8.1,,,0,⛔
relay.moinsen.com,DE,Hetzner Online GmbH,"[1,2,4,9,11,15,16,20,22,28,42]",LNbits,,,0,3725ms.
relay.momostr.pink,CA,"Cloudflare, Inc.","[1,9,11,40]",0.1.0,,,0,4797ms.
relay.mostr.pub,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,500,2399ms.
relay.mostr.pub.,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,500,2644ms.
relay.mostro.network,US,"DigitalOcean, LLC","[1,2,4,9,11,12,15,16,20,22,26,28,33,40]",0.4.3,,,0,⌛
relay.mutinywallet.com,CA,"Cloudflare, Inc.","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6-26-gc0dec7c,,,473,3792ms.
relay.mzm.app,US,"DigitalOcean, LLC","[1,2,9,11,12,15,16,20,22,33,40]",0.8.13,,,0,1951ms.
relay.n057r.club,NL,TransIP BV,"[1,2,9,11,12,15,16,20,22,33,40,42]",0.8.8,,,0,⛔
relay.nimo.cash,CA,Akamai Technologies,"[1,2,5,9,11,12,15,20,26,33,40]",1.13,,,2,3142ms.
relay.nip05.social,NL,Microsoft Corporation,"[1,2,4,9,11,23,28,42]",0.0.2,,,0,3725ms.
relay.noderunners.network,PL,OVH SAS,"[1,2,4,9,11,12,15,16,20,22,28,33,40]",2.0.0,10000000,link,5,3012ms.
relay.nos.social,US,"DigitalOcean, LLC","[1,2,4,9,11,12,16,20,22,28,33,40]",0.9.6,,,30,1835ms.
relay.nosflare.com,CA,"Cloudflare, Inc.","[1,2,4,5,9,11,12,15,16,17,20,22,33,40]",4.20.23,,,0,3871ms.
relay.nosto.re,NL,KPN B.V.,"[1,11,70]",0.1,,,0,2198ms.
relay.nostpy.lol,US,"Amazon.com, Inc.","[1,2,4,9,15,16,25,50,99]",v1.0.1,,,2,3047ms.
relay.nostr.band,FI,Hetzner Online GmbH,"[1,11,12,15,20,33,45,50]",0.4,,,1000,3554ms.
relay.nostr.bg,DE,Hetzner Online GmbH,"[1,2,4,9,11,20,22,28,40,70]",0.9.6-39-g32a3677,,,0,⛔
